Population,MortalityRate,NatalityRate,GDP,GDP_PC
6054123,,5.24,6169501037.97622,1019.05725747634
6179460,,5.19,5377277406.71638,870.185648376456
6309130,,5.14,3958338883.22338,627.398628752618
6442831,,5.09,4323623622.1622,671.075854650414
6580312,,5.03,4597615562.66594,698.692002828122
6721115,,4.96,4715978868.21613,701.665938595643
6864842,,4.89,4867582620.20708,709.059982354587
7011453,,4.81,5343274311.56789,762.077707050846
7160920,,4.73,5643893347.00679,788.152320018064
7312850,,4.64,5734676560.92471,784.190988682633
7466793,,4.55,5981244886.917,801.046136937657
7622338,,4.47,6715220507.05164,880.992686367672
7779267,,4.38,7396966657.47054,950.856386162623
7937458,,4.3,7925673448.41368,998.515953217447
8096761,,4.21,8497545598.08352,1049.49937364874
8257066,,4.13,8285075872.27307,1003.39223063895
8418264,,4.05,8397912509.09679,997.581748874387
8580235,,3.97,8141537937.61068,948.870211337892
8742814,,3.89,7905485216.17852,904.225799882294
8905823,,3.8,8082364868.39357,907.537415801528
9069039,,3.71,8773451738.91129,967.406458598204
9232306,,3.62,9549077869.10651,1034.31180039586
9395446,,3.53,11451869164.7112,1218.87407027713
9558439,,3.45,13120183156.7149,1372.62836843372
9721454,,3.36,16674324634.2373,1715.2083925524
9884781,,3.29,17339992165.2422,1754.20946375615
10048590,,3.21,19649631314.0482,1955.46018156049
10212954,,3.14,23963033430.5954,2346.33784403698
10377676,,3.08,27084497482.8616,2609.880562178
10542376,,3.01,30659338880.3786,2908.2003704458
10706517,,2.95,32996188012.6821,3081.87882321413
10869730,,2.89,33000198248.3362,3035.97165489786
11031813,,2.83,33941126200.0606,3076.65643989367
11192854,,2.78,37508642165.3366,3351.12434384125
3225668,,3.8,,
3288603,,3.74,,
3353226,,3.68,,
3417574,,3.6,,
3478997,,3.52,,
3535643,,3.42,,
3586636,,3.31,,
3632672,,3.21,,
3675454,,3.11,,
3717468,,3.02,,
3760529,,2.93,,
3805287,,2.84,,
3851153,,2.76,,
3897256,,2.67,,
3942225,,2.58,,
3985105,,2.49,,
4025266,,2.4,,
4063193,,2.32,,
4100349,,2.24,,
4138819,,2.18,,
4179855,,2.12,,
4222471,,2.08,,
4265185,,2.03,,
4307905,,2.0,,
4350577,,1.96,,
4392131,,1.93,,
4435917,,1.9,,
4479519,,1.87,,
4509461,,1.84,,
4507824,0.03571571973053931,1.8,,
4463423,0.03271032853268188,1.77,,
4369319,0.03043951919291789,1.75,,
4233676,0.05716076796672771,1.73,,
4078937,0.06129043329884725,1.72,,
3936524,0.037342561095097274,1.71,1255802469.1358,319.012792020937
3829050,0.03760724921514454,1.71,1866572953.73665,487.476904509881
3764425,0.021517264682810282,1.69,2786045321.63743,740.099686468862
3736070,0.020074570337279548,1.66,3671816504.23851,982.801849065598
3734337,0.01820938543859715,1.62,4116699437.4041,1102.39068809628
3743354,0.01682983143721685,1.56,4685733115.46841,1251.74759512886
3751176,0.015195234774374757,1.5,5567405599.31206,1484.17605553887
3755512,0.014112582192477513,1.43,5800774717.40538,1544.60207508357
3759387,0.013300033595884863,1.37,6728771313.86805,1789.85769066943
3762173,0.012492760179672472,1.33,8498560902.29181,2258.94645158877
3764194,0.011954750472478305,1.3,10157553968.1525,2698.46717999989
3765331,0.011154394884700738,1.29,11222953335.3385,2980.60126845084
3765424,0.010622979310154346,1.29,12864610862.5901,3416.51237566203
3762786,0.009833126527622714,1.3,15778767410.8109,4193.36801082253
3754271,0.009322740214385734,1.3,19112739397.886,5090.9458340499
3735938,0.008833106483098653,1.31,17613836526.6393,4714.69374593021
3705472,0.00890573361925236,1.32,17176781045.5967,4635.5101947972
3661175,0.008467231676842367,1.32,18644723853.5807,5092.5547231941
3604972,0.008321839947716653,1.31,17221192466.1918,4777.06691374907
3542605,0.008186082643303023,1.31,18172335776.3301,5129.6635340307
3482104,0.008041110753090226,1.3,18560861388.6402,5330.35507495756
3429361,0.00787318457485678,1.3,16219819017.3607,4729.68995905382
3386267,0.007973391316622483,1.29,16914287348.9819,4994.97155093444
3351527,0.007459270889091383,1.28,18079075770.6713,5394.26894391382
502745,2.390931170223558,6.62,30412308.9864012,60.4939579983833
512685,2.2996442280685327,6.63,32902336.644746,64.1761395717201
523778,2.1994092905950433,6.65,35643207.6265246,68.0503489586687
535685,2.107554340927249,6.67,38091150.566196,71.1064390847651
547873,2.0150765692591306,6.68,41613969.0506064,75.9559184671664
559994,1.937513839384567,6.69,45790869.7473126,81.7699943344463
571964,1.8637764727068644,6.7,51464435.1464435,89.9795529147183
584092,1.7925074216997834,6.7,58646443.5146444,100.405143511268
596947,1.7204236229072645,6.69,66248256.6248257,110.97864233084
611300,1.639137767729925,6.67,77356914.0788191,126.545548364901
627715,1.5580343914585304,6.65,96245114.4611949,153.32637867117
646347,1.4713390577860292,6.62,127456485.120719,197.194221583846
667092,1.3836089558324438,6.58,164466873.706004,246.541537808657
689912,1.295828707099228,6.55,244129088.027662,353.858479311184
714712,1.206098774172696,6.51,306033848.417954,428.198433216064
741355,1.1209340847593432,6.47,355172413.793103,479.091293125077
769979,1.0324916686364096,6.43,372010119.595216,483.141319661
800529,0.9456211619273183,6.39,451603325.415677,564.129010977296
832467,0.8636979003371905,6.35,590376720.598889,709.189337954404
865075,0.7895287449729677,6.29,819877300.613497,947.755045659149
897868,0.7228298398414007,6.21,1060923829.13021,1181.61386979063
930408,0.6642218716009681,6.12,1073861599.13948,1154.17857802724
962875,0.6117198883741025,5.99,1014907254.54016,1054.05594644715
996130,0.5651906790720834,5.83,1172258182.14969,1176.81953466606
1031439,0.5206318551072822,5.65,1240796364.75662,1202.97600222274
1069582,0.47775539110963594,5.45,1114764007.14811,1042.23975387474
1110943,0.43836435188685696,5.25,1392634771.9653,1253.55531668926
1154906,0.4052284865235552,5.04,1965274882.36345,1701.67813286944
1200067,0.38580986323331995,4.84,2644536804.11244,2203.64661492462
1244484,0.38570202589989105,4.65,3083800684.89751,2477.97535757592
1286756,0.41344279723583954,4.49,3790567051.86778,2945.83203953801
1326322,0.4742441686439407,4.33,3942792837.35655,2972.72895276223
1363554,0.5632393892079519,4.18,4146513722.33019,3040.98939623392
1399110,0.668996719343011,4.04,4160086253.1468,2973.38040121706
1434059,0.7816961761040849,3.9,4259330999.03151,2970.11842524935
1469174,0.8937000611908876,3.77,4730611067.02258,3219.91424224552
1504730,0.8985036458513322,3.65,4847752842.78924,3221.68905579312
1540425,0.9770037340368626,3.55,5020214747.45261,3258.98242785922
1575824,1.0254932806710382,3.45,4790458837.17078,3039.96494359519
1610264,1.038962651994088,3.37,5484257417.17844,3405.82105820082
1643334,1.0503044726783919,3.3,5788329609.15755,3522.3108214571
1674678,1.015720074474196,3.25,5489608299.66445,3278.01607934706
1704642,0.9450692434811635,3.2,5438857106.73536,3190.62481146154
1734398,0.8804263408339662,3.16,7511582173.37724,4330.97236855283
1765527,0.797492881752989,3.12,8957467706.5354,5073.52040802149
1799078,0.6964682445498441,3.09,9918907108.09702,5513.33106259322
1835908,0.5490462228288844,3.07,10137883299.3156,5521.99060810445
1875459,0.43029489330072973,3.05,10939053365.4786,5832.73705168476
1915639,0.3815965037199134,3.03,10945070441.9283,5713.54393106428
1953498,0.3393917056352845,3.03,10267133177.7334,5255.77653269313
1987105,0.2808103845491886,3.02,12786654498.3514,6434.81248526822
2015402,0.2674399103704167,3.02,15351972361.1477,7617.31004132551
2039551,0.27604114827234033,3.01,14380004175.1194,7050.57347186681
2062536,0.23466086414348059,3.0,14901750991.2012,7224.91273728564
2088614,0.20922916051228108,2.99,15654660710.108,7495.22086608805
2120716,0.2400132785342309,2.97,13578754072.4652,6402.91018338391
2159944,0.2773244441357917,2.94,15082578064.8002,6982.91749241303
2205128,0.2884254329555988,2.91,16088437675.1648,7296.09214157008
72179226,1.6320206219974485,6.06,,
74311343,1.5689395876575387,6.03,17275940449.3837,232.480546230829
76514328,1.50927285789829,5.98,19231747851.5332,251.348317405138
78772657,1.4511001515538764,5.91,23287712878.2002,295.631970805808
81064571,1.3948140008683447,5.82,20963733694.9749,258.605370728102
83373530,1.3402334767317585,5.7,22465522884.0988,269.456289972728
85696505,1.2859101296806725,5.57,28283323733.1114,330.040585940268
88035814,1.2322030528143575,5.42,31086389194.961,353.110710623409
90387079,1.1775244999343324,5.27,33930457425.2613,375.390573527233
92746614,1.1209358850184137,5.12,37171640818.5863,400.787069424398
95113265,1.062133657171794,4.97,42327664793.6934,445.02378079118
97482920,1.0039911808968234,4.84,48869830901.7878,501.316814178866
99859383,0.9484336114697598,4.71,58434858374.8696,585.171404964645
102259497,0.8966404362423179,4.6,83592275862.9982,817.452445155272
104706198,0.8479536640206181,4.5,109794519727.538,1048.59623468058
107216205,0.8041974324982895,4.42,129203555238.827,1205.07483377655
109790938,0.7626403208869423,4.34,153168949208.207,1395.09639887333
112425392,0.7205133872248362,4.27,176344101401.941,1568.54335363973
115121153,0.6772951328373539,4.2,200278646123.581,1739.72056573285
117878411,0.6340261862367131,4.12,221338204480.222,1877.68227213837
120694009,0.5908660986429053,4.04,237393489892.637,1966.90362644202
123570327,0.549306630871018,3.94,258015174748.648,2088.0026865078
126498314,0.5098328497985926,3.84,271314113768.417,2144.80405335667
129448819,0.47273511155741366,3.72,189656506321.431,1465.10809173055
132383568,0.438241697502505,3.6,188339974086.58,1422.68391394237
135274080,0.4059240231552706,3.47,210879841322.306,1558.90793451031
138108912,0.375956903288973,3.34,256480855343.617,1857.0912337094
140891602,0.34664946611510694,3.22,283056833878.212,2009.03972858548
143627503,0.31862281531660663,3.1,308333568571.493,2146.75850960088
146328304,0.29133119528720025,3.0,347028139590.227,2371.57219575685
149003223,0.2656117006863442,2.9,390725626002.866,2622.26288057098
151648011,0.24068895280634975,2.82,342609227209.645,2259.23989366801
154259380,0.21664160433366703,2.75,328187944300.908,2127.50718981169
156849078,0.1941739080328463,2.69,368295777770.079,2348.09004733429
159432716,0.17314513933799422,2.64,525369851353.742,3295.24492362344
162019896,0.15485135902049654,2.59,769333330368.987,4748.38820787605
164614688,0.1382015244545441,2.54,850426433004.077,5166.16393308148
167209040,0.12370144136819008,2.48,883206452795.124,5282.04946994988
169785250,0.11058086416963434,2.43,863711007325.493,5087.07907232375
172318675,0.09932179492049713,2.37,599642075004.471,3479.84383285395
174790340,0.08879209279409887,2.3,655448188259.351,3749.91084752888
177196054,0.07942050582154339,2.23,559983704094.17,3160.24934491441
179537520,0.07058134582819214,2.16,509795270685.19,2839.49150108966
181809246,0.06287359073997359,2.1,558233724164.711,3070.43641941942
184006481,0.05582955587123647,2.03,669289321944.516,3637.3138901512
186127103,0.04997659986206845,1.98,891633826603.377,4790.45656586131
188167356,0.044965292146082324,1.93,1107626711406.63,5886.39152194816
190130443,0.04066155738498377,1.88,1397114247331.17,7348.18796290712
192030362,0.03694728232611466,1.85,1695855391810.9,8831.18364277674
193886508,0.03386001516712058,1.82,1666996294372.87,8597.79433526264
195713635,0.0315001044102001,1.8,2208838108577.09,11286.071540212
197514534,0.02951175123860881,1.78,2616156606666.62,13245.387369564
199287296,0.02785927765027787,1.77,2465228293894.01,12370.2232548476
201035903,0.026522625530611684,1.76,2472819362216.69,12300.3867121004
202763735,0.025359563295497246,1.76,2456043766028.73,12112.8349554875
204471769,0.02432120711594211,1.75,1802211999538.68,8813.98980647828
206163058,0.025120892658867064,1.75,1795693265810.23,8710.06328995352
207833831,0.022460251597640566,1.74,2063514688761.98,9928.67589653405
8048,,,,
8167,,,,
8310,,,,
8476,,,,
8646,,,,
8830,,,,
9025,,,,
9222,,,,
9421,,,,
9626,,,,
9827,,,,
10017,,,,
10208,,,,
10392,,,,
10562,,,,
10699,,,,
10821,,,,
10928,,,,
11045,,,,
11218,,,,
11478,,,,
11826,,,,
12249,,,,
12752,,,,
13322,,,,
13956,,,,
14649,,,,
15407,,,,
16154,,,,
16862,,,,
17489,,,,
18006,,,,
18438,,,,
18786,,,,
19074,,,,
19313,,,,
19502,,,,
19665,,,,
19821,,,,
20026,,,,
20311,,,,
20675,,,,
21129,,,,
21672,,,,
22334,,,,
23107,,,,
24023,,,,
25047,,,,
26097,,,,
27039,,,,
27794,,,,
28319,,,,
28650,,,,
28847,,,,
28989,,,,
29152,,,,
29355,,,,
29577,,,,
81702,1.5543343899543491,6.84,,
85562,1.367461430575035,6.77,,
89481,1.1957444906351975,6.68,,
93540,1.0369895231986315,6.57,,
97812,0.9098436908984961,6.44,,
102386,0.8008594589315363,6.3,114040245.655299,1113.78304185271
107274,0.7271100173387773,6.16,132758395.400497,1237.5635792503
112448,0.658093662735891,6.03,139030445.576898,1236.41966434465
117898,0.610702562406168,5.91,160819286.554292,1364.0659775422
123600,0.5501796174633483,5.81,161211289.690318,1304.34067194988
129529,0.5095344707789701,5.72,179080099.307461,1382.53763072231
135671,0.45698449201014213,5.62,197523179.241883,1455.8875762271
142022,0.4154490722810971,5.5,270818555.823521,1906.97148768455
148512,0.37033046944436965,5.36,433092003.579273,2916.13027269299
155072,0.3224371086419594,5.18,1073577085.64159,6923.22182797073
161626,0.2907786061187243,4.99,1168304305.65513,7228.04037278514
168181,0.25568908207619534,4.78,1423061356.64562,8461.88958183312
174714,0.2289416599415054,4.58,1732721160.94122,9917.30147004135
181205,0.19867440025165425,4.39,1941600703.60598,10715.1765365863
187604,0.17590993411373376,4.22,2803780005.51826,14945.8410921249
193879,0.15989271714462555,4.07,4928824957.96749,25422.0391890215
200021,0.14498042764226832,3.94,4366213849.57637,21828.1224513509
206065,0.1310272536687631,3.84,4264252336.4486,20693.8249109432
212076,0.11788393619178301,3.75,3844723142.45149,18129.2439039929
218175,0.11000293341155765,3.68,3782523088.4628,17337.0264761605
224449,0.10247727677775798,3.61,3523612563.06532,15699.5747775143
230915,0.09960288761762884,3.55,2358592817.12134,10214.0284912819
237563,0.09260623408330351,3.49,2754463437.79677,11594.5675406595
244404,0.08592295574967779,3.43,2690717551.18267,11009.2573850071
251458,0.08749045558666328,3.36,2985467979.28524,11872.7251657755
258721,0.08503598568303222,3.29,3520551724.13793,13607.8902731894
266210,0.08264214448852027,3.21,3701667052.55846,13905.1683366332
273892,0.08032480429956772,3.11,4183548189.07305,15274.6677075047
281681,0.07810170261711705,3.01,4105706151.75145,14575.5745862436
289454,0.0760056935174053,2.9,4087337959.93191,14120.9525583928
297114,0.07068041681251513,2.79,4734020036.68689,15933.4528281823
304622,0.06565557087518877,2.68,5115602836.87943,16793.3912313027
311958,0.060904853796295705,2.58,5197332974.13793,16660.1476273967
319144,0.05640246290754696,2.49,4051147227.53346,12694.1489574427
326210,0.052113030096807615,2.41,4600000000.0,14101.1728497244
333165,0.048024108102267336,2.35,6001153306.2645,18012.5021948953
340034,0.04705370297938166,2.28,5601090584.36122,16472.0032948215
346782,0.0432554638860132,2.22,5843329107.56171,16850.3940790817
353293,0.039626940658656365,2.15,6557333084.60567,18560.5035016224
359433,0.0389501271443436,2.09,7872333215.00414,21902.0271176465
365114,0.03560551282894016,2.02,9531402847.87311,26105.4220290571
370263,0.03511027326595762,1.97,11470703002.0769,30979.9628427354
374965,0.03466971760181563,1.93,12247694247.2298,32663.3923711414
379421,0.03162738720883036,1.92,14393099068.5859,37934.6764481019
383906,0.03125797729628916,1.92,10732366286.2643,27956.0051426256
388646,0.030877380774713484,1.94,13707370737.0737,35270.6421390658
393688,0.030481067446981994,1.96,18525319977.7407,47055.960643203
398989,0.0300754141008579,1.97,19047940300.8963,47739.5576931563
404421,0.029672563264377595,1.98,18093829923.2737,44740.8594244355
409769,0.029284148978227235,1.97,17098342541.4365,41725.8675220155
414907,0.028921656054025656,1.95,12930394937.8137,31164.0362528468
419800,0.030967791115102516,1.92,11400854267.7188,27158.4056535724
424473,0.030625634598486152,1.88,12128104859.1498,28571.608291419
7867374,0.18375249996607743,2.31,,
7943118,0.1555295599204976,2.29,,
8012946,0.13437782381970334,2.24,,
8078145,0.11877830640922055,2.21,,
8144340,0.10750402619126596,2.19,,
8204168,0.09984690951316058,2.09,,
8258057,0.09487655727013347,2.03,,
8310226,0.09096908321621612,2.02,,
8369603,0.08642844795936006,2.27,,
8434172,0.08042974083645037,2.27,,
8489574,0.07499229213235646,2.17,,
8536395,0.0716202235415558,2.1,,
8576200,0.07004574463389192,2.03,,
8620967,0.06943395842765934,2.15,,
8678745,0.06954683283723259,2.29,,
8720742,0.06969250385597522,2.23,,
8758599,0.06987701189938257,2.24,,
8804183,0.06987128573049975,2.21,,
8814032,0.06898481314630783,2.15,,
8825940,0.06754614457789138,2.16,,
8861535,0.06566212253993704,2.05,19839230769.2308,2238.80295786574
8891117,0.06412058172976667,2.0,19870000000.0,2234.81481573125
8917457,0.06270499494552952,2.01,19342000000.0,2169.00401089683
8939738,0.06109600651035472,2.01,16563666666.6667,1852.81343442802
8960679,0.05875854019702954,2.01,17594944444.4444,1963.57267618274
8960547,0.05604236401621196,1.97,17155421052.6316,1914.55064658793
8958171,0.05305066394131883,2.02,20249294117.6471,2260.4272811545
8971359,0.05044330964357784,1.96,28101000000.0,3132.30136036246
8981446,0.049235440744475674,1.97,22555941176.4706,2511.39306259489
8876972,0.049339474805454676,1.9,21988444444.4444,2477.0208179596
8718289,0.049878606104462764,1.82,20632090909.0909,2366.52982128614
8632367,0.04973194935553781,1.66,10943548387.0968,1267.73437541485
8540164,0.048753057006845825,1.55,10350515463.9175,1211.98087810931
8472313,0.04687477043605897,1.46,10829710144.9275,1278.24717346108
8443591,0.04436671354277411,1.37,9697416974.16974,1148.4943993817
8406067,0.04176957396824677,1.23,18983303571.4286,2258.28601787597
8362826,0.03931514465199464,1.23,12294221472.7375,1470.10370331004
8312068,0.036898104241163084,1.09,11315986087.1633,1361.3923860059
8256786,0.03403923162763194,1.11,15030695296.5235,1820.40509424896
8210624,0.030742512245870678,1.23,13627323284.5405,1659.71834595525
8170172,0.0276320772657897,1.26,13245833843.5454,1621.24296080247
8009142,0.025344547139596756,1.21,14183497963.1071,1770.91353394746
7837161,0.02364534424443082,1.23,16402846413.0958,2092.95769387611
7775327,0.02216724972085923,1.26,21144983551.6823,2719.49765607059
7716860,0.020659476308099934,1.33,26157894736.8421,3389.70704883102
7658972,0.0195135556768576,1.37,29869283400.0381,3899.90763774017
7601022,0.018739303526920385,1.44,34379808888.6039,4523.0508329806
7545338,0.018081810292773545,1.49,44405101469.5591,5885.10434781837
7492561,0.01794238341836694,1.56,54438966419.8639,7265.73549682997
7444443,0.017796191855793578,1.66,52023504656.2878,6988.23332468094
7395599,0.017777751440368236,1.57,50682061053.2016,6853.00285388669
7348328,0.01721181592518525,1.51,57678241023.818,7849.16528274432
7305888,0.01608943105726515,1.5,54300857424.4415,7432.47876568071
7265115,0.015088972814060509,1.48,55810138436.4821,7681.93461995882
7223938,0.013939401969292463,1.53,57082011260.3446,7901.78587639382
7177991,0.012917134912807257,1.53,50781996712.7635,7074.68102325059
7127822,0.012164517974683261,1.54,53953897624.4344,7569.47881476759
7075947,0.011404512131866572,1.56,59199447421.4924,8366.29322145748
4829288,8.432711316303498,6.29,330442817.168859,68.4247344006247
4894580,8.32471836194321,6.32,350247237.11684,71.558180092437
4960326,8.219012936241313,6.34,379567023.340308,76.520549314543
5027821,8.116056868486107,6.38,394040588.303477,78.3721958330329
5098890,8.027824089591247,6.41,410321618.17137,80.4727181207385
5174870,7.950338500995387,6.45,422916848.424208,81.7250523247925
5256363,7.895387682731016,6.49,433889831.584706,82.545684006557
5343019,7.8251552257382295,6.53,450753993.176448,84.3630702039477
5434041,7.764196328113527,6.56,460442678.217048,84.7329371553071
5528174,7.703088832981319,6.59,478298597.556707,86.5202091318263
5624600,7.628820010411422,6.62,458404330.125096,81.5000146010762
5723381,7.54344724391784,6.66,482411103.787272,84.2878285843207
5825173,7.417632503338098,6.7,578595583.975723,99.326746973691
5930483,7.234305815722234,6.74,674773518.411839,113.780341433982
6040041,7.00143790319443,6.8,751133330.591384,124.358896430637
6154545,6.73777498743207,6.86,939972703.463021,152.727996774912
6274037,6.455019674748232,6.92,976547163.53387,155.649056863891
6398935,6.194157682226083,6.98,1131224818.33053,176.783350963439
6530819,5.968163262806202,7.04,1475583383.37265,225.941517814401
6671656,5.774428417772139,7.09,1748480982.18517,262.076009642159
6822843,5.61540602538211,7.13,1928719477.41287,282.685850096209
6985160,5.477750994035073,7.15,1775842026.4121,254.230468740772
7158255,5.346551444981245,7.17,1754449845.3012,245.09449089523
7340905,5.219652604377386,7.17,1600278756.43589,217.994602363453
7531242,5.085484606184985,7.16,1459880018.54646,193.843273138253
7727907,4.949334282965066,7.14,1552493068.4254,200.8943517994
7930694,4.801348281341003,7.12,2036303381.20142,256.762480687544
8140073,4.668135939695924,7.09,2369834650.08921,291.131616653547
8356305,4.557033706133315,7.06,2616040645.87263,313.061591382782
8579823,4.474570439606062,7.04,2615587725.77391,304.85352087584
8811034,4.419686091290318,7.01,3101300641.87512,351.979233521781
9050084,4.390234523738227,6.98,3135045684.1006,346.410595888327
9297113,4.36845428310518,6.95,3356692517.86417,361.046875627391
9552476,4.347146545193062,6.92,3199536227.94818,334.943236997182
9816588,4.311479431134089,6.88,1895290623.44033,193.070280195262
10089878,4.254857342208233,6.84,2379518099.2266,235.832150553486
10372745,4.174309299746817,6.8,2586550747.09844,249.360558855403
10665546,4.078644968399198,6.75,2447668984.53131,229.492949313014
10968724,3.9789503280327465,6.7,2804902248.28537,255.718236662883
11282701,3.8776193207722693,6.65,3389566982.51573,300.421723896109
11607942,3.7726727137287197,6.59,2968369991.46729,255.718687257319
11944587,3.6537883388034533,6.53,3190371050.45524,267.097599629023
12293100,3.522708720186622,6.47,3622350203.94595,294.665388546593
12654621,3.372601193050066,6.4,4740768355.22974,374.627357970473
13030569,3.205153785987665,6.34,5451688868.42974,418.37666028192
13421930,3.020279862776865,6.27,6146352742.03313,457.933430763383
13829176,2.8278625193278004,6.19,6547420133.69942,473.449868166334
14252021,2.634291580518114,6.12,7625723123.54939,535.062279451535
14689725,2.4527348197464556,6.04,9451436358.96861,643.404581023036
15141098,2.284708810417844,5.95,9450697335.53565,624.175164544582
15605217,2.1296732226177526,5.87,10109618964.2848,647.836095537879
16081911,1.9949738572800564,5.78,12080296644.0643,751.172770411005
16571246,1.8694423330234795,5.69,12561016091.4673,758.000426972403
17072775,1.7533747118441265,5.61,13444301139.1384,787.469438309085
17586017,1.6427244604225322,5.52,13943016923.9017,792.84623742527
18110624,1.5402016143459725,5.44,11832159275.603,653.32726813947
18646378,1.4423198105795505,5.35,12833363370.174,688.250696258197
19193284,1.3575615909688183,5.27,14106956830.0857,734.996267960528
2797932,,6.94,195999990.0,70.0519098975133
2852438,,6.99,202999992.0,71.1671882088235
2907321,,7.03,213500006.0,73.4353308201368
2964427,,7.07,232749998.0,78.5146207549818
3026290,,7.11,260750008.0,86.1615495133979
3094379,,7.15,158994962.962963,51.3818812578693
3170490,,7.18,165444571.428571,52.1825516980849
3253218,,7.21,178297142.857143,54.8064431207722
3336927,,7.23,183200000.0,54.9007620777181
3413904,4.5499162397123065,7.24,190205714.285714,55.7149339029583
3479074,4.5503539739068195,7.25,242732571.428571,69.7693841827188
3529997,4.569971671388102,7.26,252842285.714286,71.6267098340753
3569666,4.603806250183841,7.27,246804571.428571,69.1396147326763
3605126,4.65060802414344,7.29,304339839.552146,84.4187820522328
3646431,4.688149608329028,7.31,345263492.063492,94.6853995371613
3700880,4.7161768866261236,7.33,420986666.666667,113.753156119578
3770871,4.710318838888639,7.36,448412753.623188,118.914933058734
3854445,4.655143696396317,7.38,547535555.555556,142.05298389329
3949266,4.550721349598304,7.39,610225555.555556,154.516273299419
4051234,4.413711459630004,7.39,782496666.666667,193.149963916389
4157298,4.2433831990794015,7.4,919726666.666667,221.231941787803
4266520,4.0431077318282815,7.4,969046666.666667,227.128120029126
4379724,3.8369971461691565,7.4,1013222222.22222,231.343693847179
4497533,3.6288694451905306,7.41,1082926304.46477,240.781703183952
4621103,3.4455029715894243,7.42,987143931.166987,213.616841365552
4750837,3.314787809798368,7.43,1149979285.77347,242.058503810168
4886743,3.2289386902733823,7.44,1201725497.06578,245.915327496274
5027138,3.1950553226753247,7.45,1131466494.01101,225.071475788735
5168698,3.20002909820897,7.44,1082403219.48787,209.414860843789
5307069,3.2330463387606225,7.43,1113924130.41149,209.894412605431
5438957,3.2748913900619585,7.41,1132101252.51817,208.146678899064
5564926,3.3075030867453155,7.37,1167398478.3459,209.778011006784
5685565,3.316818422219482,7.33,1083037670.60484,190.488879935296
5798053,3.2933463537938765,7.28,938632612.026359,161.887525025872
5898967,3.2424337561646417,7.24,925030590.153683,156.812380979725
5987043,3.164833931402542,7.19,1000428393.88528,167.098887846036
6060111,3.069251218212211,7.14,869033856.317093,143.402323772521
6122130,2.9581207847595525,7.08,972896267.915425,158.914669880487
6185562,2.8283597098017252,7.03,893770806.077641,144.493017302487
6267124,2.6881514542856286,6.98,808077223.365746,128.938918689721
6378871,2.54010466742469,6.92,870486065.883137,136.46397080034
6525545,2.387846166435728,6.86,876794723.068586,134.363426917623
6704113,2.236983298921648,6.8,825394490.159111,123.117536141087
6909154,2.0925840344435453,6.74,784654423.620476,113.567251308875
7131693,1.950590098725575,6.67,915257323.3961,128.336702810905
7364862,1.810218446875479,6.59,1117113045.65222,151.681566343002
7607849,1.6741917887445203,6.52,1273375020.26862,167.376462504995
7862214,1.5425656805082937,6.44,1356199364.85882,172.495596648941
8126102,1.424544898760833,6.35,1611835901.9063,198.352851736367
8397668,1.316318913087823,6.27,1781455092.07114,212.137057219997
8675602,1.2170907715265078,6.18,2032135246.50004,234.235538877634
8958406,1.1238606511024394,6.09,2235820867.82743,249.577979366801
9245988,1.0366654005324685,5.99,2333308099.46249,252.358870682831
9540289,0.9557349442397107,5.9,2451625332.74584,256.975652630896
9844297,0.8826426579195416,5.8,2705783272.07443,274.857836231788
10160030,0.814859477832456,5.7,3104394858.11518,305.549652502657
10487998,0.7546718621907204,5.6,2732808556.84172,260.56522079627
10827024,0.7019481832934485,5.5,2748180473.71333,253.826354063895
201765,2.775437379194132,6.89,,
205327,2.712825283336824,6.92,,
210142,2.641083843704941,6.95,,
216096,2.5452711176516867,6.98,,
222948,2.444505245594284,6.99,,
230418,2.334856631991008,6.99,,
238655,2.212398650772035,6.99,,
247527,2.0887032263798773,6.98,,
256176,1.9635475018444857,6.97,,
263453,1.8446753029860206,6.95,,
268627,1.7347086917839583,6.94,,
271309,1.6401599616681717,6.91,,
271843,1.5523780445186708,6.89,,
271068,1.4645771540720411,6.86,,
270230,1.3766153026333319,6.82,,
270247,1.2914446417998815,6.77,,
271342,1.2051078884814534,6.71,,
273335,1.126822397424406,6.65,,
276174,1.0572738266795083,6.56,,
279730,1.0045436833506716,6.47,,
283847,0.9617823623911389,6.38,142246875.536716,501.13749449253
288677,0.9318340850359224,6.27,139468114.599741,483.126925500872
294254,0.9074101765881376,6.17,140630758.594899,477.939256518055
300230,0.8826683898130075,6.07,138476239.366792,461.239997091499
306136,0.8558175997909454,5.97,132019065.033419,431.237554822691
311678,0.8149697755303721,5.88,137728155.212661,441.90662888927
316616,0.7643400618420596,5.78,190651207.999511,602.158496333097
321135,0.7037494900930132,5.7,235253171.841062,732.5632731235
325746,0.6477479247507244,5.6,264308140.285149,811.398338220042
331179,0.5948426837369406,5.5,267448513.108168,807.562392379273
337950,0.5562903717380819,5.39,306891107.262039,908.08812841442
346230,0.5256636503585778,5.26,319827058.592875,923.744280787787
355757,0.5059548069922954,5.1,357160985.327413,1003.92954109172
366053,0.49172669830108423,4.92,490417389.682569,1339.72957676692
376407,0.4728898618258331,4.72,406580652.330537,1080.15656461598
386284,0.4478523795717185,4.51,487148993.533109,1261.10309803336
395533,0.407045682661118,4.29,501979069.274683,1269.12057723296
